"V1","V2","V3","Target"
-1.20706574938542,0.414523534374985,0.485226820569252,0
0.27742924211066,-0.47471847352936,0.696768778564913,0
1.08444117668306,0.0659934937044614,0.185513915583057,1
-2.34569770262935,-0.502477782393866,0.700733515544461,1
0.42912468881105,-0.825998587129336,0.311681028661359,0
0.506055892157574,0.166989279752984,0.760462361967838,0
-0.574739960134649,-0.896264626244759,1.84246362620766,1
-0.546631855784187,0.168185387655757,1.1123628412626,1
-0.564451999093283,0.354968261014854,0.0326639575014441,0
-0.890037829044104,-0.0521051168711336,-1.11444896479736,1
-0.477192699753547,-0.195934618716253,0.418057822385083,1
-0.998386444859704,-0.64906975160576,-0.400235237343163,0
-0.77625389463799,-1.10976723139873,1.49349310261748,0
0.0644588172762693,0.849274202655058,-1.60708093984972,0
0.959494058970771,0.022362526076024,-0.415751788401515,0
-0.110285494390774,0.831140617306835,0.42200837321742,1
-0.511009505806642,-1.24428785134423,-0.151736536534977,0
-0.911195416629811,0.169026413766175,-0.60615111526422,1
-0.83717168026894,0.673166306947679,-0.304721068966714,0
2.41583517848934,-0.0262763764485261,0.629536099884472,0
0.134088220152031,-0.191392168556024,0.895171980275539,1
-0.490685896690943,-0.781906646699876,0.660212631820405,0
-0.440547872353227,2.05816198776349,2.27348352044748,1
0.459589441005854,0.750501453155831,1.17349757263239,0
-0.693720246937475,1.82420830237829,0.287709728313787,1
-1.44820491038647,0.080059641091988,-0.659770093821306,0
0.574755720900728,-0.631409298966366,2.91914013071762,1
-1.02365572296388,-1.51328812003373,0.677415500438328,0
-0.0151383003641817,-0.636099831085051,-0.684320344136007,1
-0.935948601168394,0.226301532497161,0.186492083080971,0
1.10229754620026,1.01369034746575,-0.324393300483657,1
-0.475593078869057,0.252750135066342,-0.274704218225806,1
-0.709440037512506,-1.17194831284112,-0.933503340589868,0
-0.501258060594761,0.668714328525034,0.116845344986082,1
-1.6290934690787,-1.65010093484436,0.319160238648117,0
-1.16761926209419,-0.365852248191901,-1.07754212275943,0
-2.18003964894867,-0.31611832883308,-3.23315213292314,0
-1.34099319210003,-1.94824604732137,-0.254874652654534,1
-0.294293858763713,0.920057522390905,0.0295178303214797,1
-0.46589754040611,-0.622871594878875,0.594273774110513,0
1.44949626528713,-0.334036649997458,0.0591351681787969,0
-1.06864272367458,1.39514789252962,0.413398894737046,1
-0.855364633737507,0.63667441103895,-1.09777217457042,1
-0.280623001957454,-0.108431696990383,0.711175257270441,1
-0.994340076295665,0.513762778404674,0.718888729854143,1
-0.968514317872049,0.399271807273958,0.251651069028968,1
-1.10731819264177,1.6628564474304,1.35727443615177,1
-1.25198588563894,0.275893403585483,0.404468471278607,0
-0.523828118987356,0.506272623207687,0.264364269837939,0
-0.4968499572667,0.347551975023811,0.268043904143697,0
-1.80603125680195,-0.377237647496313,0.436930577039483,0
-0.582075924689333,0.0976194631092374,1.06012390548736,1
-1.10888962442678,1.63874464512173,0.452190396528715,0
-1.01496200949201,-0.875592474189569,0.663198615687065,0
-0.162309523556819,0.121759998641046,-1.13637355399084,0
0.563055818994517,1.36213066084498,-0.370497517092117,1
1.64781747281506,-0.23462108692271,1.47696958979247,1
-0.773353423943695,-1.05338280794309,-1.22390375051376,0
1.6059096288573,-0.869783605635912,0.258068387396106,0
-1.15780854769441,-0.390127029647055,0.405002805433516,1
0.656588464332807,-0.847350073129572,0.97580332180945,1
2.54899107071786,-0.260639392099399,-0.348876736539909,1
-0.0347603898038376,-0.414419706341893,0.158625439491262,0
-0.669633579661957,-0.183050797719434,-1.76325506654115,0
-0.00760475571097463,0.407056097880578,0.338596047099905,0
1.77708444814343,0.624633128202147,-0.666565029559273,1
-1.13860773675091,1.67820574370471,-0.238646624327644,0
1.36782717942326,-0.0686936535649907,-1.18776528245719,0
1.32956479078236,-0.320839912658177,0.384935321768578,1
0.336472797203817,1.47100571704891,0.66657951565448,1
0.00689283844195796,1.7043293978271,-0.304613889457735,0
-0.455468738161428,0.0432440375575291,1.8250110640863,0
-0.366523932873933,-0.332657319133519,0.670559370567588,1
0.648286567503148,-1.8222354175631,0.948632573255153,0
2.07027086133094,1.41126239874678,2.04940300167091,1
-0.15339841246697,-0.837582434076861,-0.651113609237535,0
-1.39070094670149,-1.12376279439532,0.808619272846293,0
-0.723581777110154,3.04376588609529,0.986580613954563,1
0.258261762167853,0.235021308250671,-0.00617079609070003,1
-0.317059114961199,-0.0332586101133057,0.319052357931912,0
-0.177789957664294,-2.7322195229558,-1.01182190274184,0
-0.169994076854541,-0.0997905884418961,0.470167547726389,0
-1.37230188587669,0.976031734922396,-0.700970331629097,0
-0.173787170414033,0.413868915451097,0.813682862526491,1
0.850232257121884,0.912322161610113,-0.811430783992772,1
0.697608711668253,1.98373220068438,0.31939748709946,1
0.549997351091101,1.16910851401363,-0.846522653163624,1
-0.402731975447623,-0.50873701541522,-0.245763179128733,0
-0.191593770478477,0.704180178465512,-1.55285901110546,0
-1.19452787960251,-0.198416273822079,0.128434032925753,1
-0.0531588187433239,-0.538070788884863,0.985443389404868,1
0.255196000995833,-2.85575865501923,0.183247523067191,0
1.70596400724007,-0.789646852263761,-1.76622921343046,0
1.00151325236345,0.487814635163685,-0.620533696615944,1
-0.49558344300146,2.16803253951933,1.65604303699874,1
0.355550296999749,0.500694614280786,1.80980538558388,1
-1.13460804353385,0.62021020366732,-1.17503676801214,1
0.878203626952291,-0.965903210133575,-0.366703258827641,1
0.972916753376122,0.162654708118265,0.353625448927287,1
2.12111710537568,-2.07823754188738,0.319156220867898,0
